scholarshipID,scholarshipDetailURL,Award Name,Organization,Purposes,Level Of Study,Award Type,Award Amount,Deadline
9995077,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9995077,John J. Dellas Memorial Scholarship,Jackson Community Foundation,To support Jackson county graduates pursuing undergraduate engineering degrees.,Bachelor's Degree,Scholarship,"$2,000",
9996149,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9996149,Gauthier Family Scholarship Fund,Grand Haven Area Community Foundation,To support students from the Tri-Cities area pursuing studies in Mechanical or Electrical Engineering.,Bachelor's Degree  High School,Scholarship,N/A,February
9993983,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9993983,AESF Foundation Scholarships,National Association for Surface Finishing,To enable students to further their studies and future careers in the field of surface finishing.,Bachelor's Degree,Scholarship,"$1,500",
9998394,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9998394,Frances C. Hidell Scholarship,Association of Desk and Derrick Clubs,To provide financial assistance for college students planning a career in the petroleum energy or allied industries.,Bachelor's Degree,Scholarship,N/A,
9991456,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9991456,Nancy Lorraine Jensen Memorial Scholarship Fund,Sons of Norway Foundation,To encourage young women to enter the field of science and engineering.,Bachelor's Degree,Scholarship,N/A,March
9998343,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9998343,AIST Ronald E. Lincoln Memorial Scholarship,Association for Iron and Steel Technology,To support students who are pursuing education in iron- and steel-related industries.,Bachelor's Degree,Scholarship,"$3,000",
9999202,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9999202,ANS Incoming College Freshman Scholarship,American Nuclear Society,To assist students who wish to complete their post-secondary education and prepare for careers in nuclear science and technology (NS&T).,Bachelor's Degree,Scholarship,"$1,000",April
9990222,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9990222,Archie Bruce Scholarship,The Yukon Foundation,To help students in the Yukon pursue college degrees in engineering or the sciences.,Bachelor's Degree  Vocational,Scholarship,N/A,June
9991234,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9991234,David C. Lizárraga Fellowship,Telacu,To support students pursuing advanced degrees in business or engineering.,Bachelor's Degree,Fellowship,N/A,May
9996800,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9996800,"Minnesota Section, Society of Mining Metallurgy and Exploration",Duluth Superior Area Community Foundation,To support students pursuing undergraduate studies in engineering or geology at a Minnesota college or university.,Bachelor's Degree,Scholarship,N/A,
9998287,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9998287,ASDSO Undergraduate Scholarship,Association of State Dam Safety Officials,"To reward excellence in the study of civil engineering and related fields, and to make students more aware of dam safety as a career opportunity.",Bachelor's Degree,Scholarship,"$5,000  $10,000",
9998352,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9998352,AIST Midwest Member Chapter - Don Nelson Scholarship,Association for Iron and Steel Technology,To provide educational assistance to engineering students.,Bachelor's Degree,Scholarship,"$3,000",January
9998486,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9998486,Auxiliary Undergraduate Scholarships,ASME International,To provide scholarships and new developments in Mechanical Engineering; to honor students who demonstrate outstanding personal and academic characteristics.,Bachelor's Degree,Scholarship,N/A,
9998544,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9998544,"The Wayne Nelson, KB4UT, Memorial Scholarship",ARRL The National Association for Amateur Radio,To support licensed amateur radio operators pursuing postsecondary education in technical fields.,Bachelor's Degree,Scholarship,"$1,000",
9995222,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9995222,IDA Fellowship/Scholarship Programs,International Desalination Association,To promote IDA fellowship is a recognized and prestigious program of our community.,Bachelor's Degree,Fellowship,"$10,000",January
9999485,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9999485,ACS Rubber Division Undergraduate Scholarship,American Chemical Society - Rubber Division,To support the need of chemistry-related students for financial assistance in obtaining a college degree.,Bachelor's Degree,Scholarship,"$5,000",
9996671,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9996671,Shawcor Ltd. Scholarship,Electro-Federation Canada,To support Canadian students pursuing careers in electrical fields.,Bachelor's Degree  Vocational,Scholarship,N/A,May
9991956,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9991956,Shell Incentive Fund Scholarship for Undergraduate Students,"Shell USA, Inc.",To support underrepresented students pursuing an undergraduate degree in a specific technical field of study at certain universities.,Bachelor's Degree,Scholarship,"$5,000",March
9991955,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9991955,Shell Technical Scholarship for Undergraduate Students,"Shell USA, Inc.",To help students pursuing an undergraduate degree in a specific technical field of study at certain colleges.,Bachelor's Degree,Scholarship,"$5,000",December
9995349,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9995349,INKAS® Rising Star Scholarship,INKAS Armored Vehicle Manufacturing,To award students who show excellence in engineering and business fields of study.,Bachelor's Degree  Graduate Degree,Scholarship,N/A,March
9999195,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9999195,Decommissioning and Environmental Science Division Scholarship,American Nuclear Society,"To support students with a strong focus on restoration of the environment, with decommissioning/decontamination of nuclear facilities and management/characterization of nuclear waste.",Bachelor's Degree  Graduate Degree,Scholarship,"$2,000  $3,000",February
9999937,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9999937,Martin L. Stout Scholarships,AEG Foundation,To supports environmental and engineering geologic studies by students at the undergraduate and graduate levels.,Bachelor's Degree  Graduate Degree,Scholarship,"$1,000  $1,500  $2,000",January
9998286,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9998286,Association of State Dam Safety Officials memorial Undergraduate,Association of State Dam Safety Officials,To promote the study of civil engineering and related fields as a career.,Bachelor's Degree,Scholarship,"$5,000  $10,000",
9998349,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9998349,AIST Midwest Member Chapter - Mel Nickel Scholarship,Association for Iron and Steel Technology,To provide educational assistance for engineering students.,Bachelor's Degree,Scholarship,"$3,000",January
9999458,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9999458,ACI Richard N. White Student Fellowship,American Concrete Institute,To support high-potential undergraduate and graduate students whose studies relate to concrete.,Bachelor's Degree  Graduate Degree,Fellowship,N/A,November
9993200,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9993200,Robert S. Hilbert Memorial Student Travel Grants,Optical Society of America Foundation,"To support the students in the areas of optical engineering, lens design and/or illumination design.",Bachelor's Degree  Graduate Degree,Grant,"$1,100",August
9993252,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9993252,Paul C. K. Lam Memorial Scholarship at The University of Akron,Ohio Space Grant Consortium,To support students who are pursuing careers in the field of Mechanical Engineering.,Bachelor's Degree,Scholarship,N/A,
9993271,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9993271,"NBT Trade School, Community/Technical College, or University","Nuts, Bolts & Thingamajigs",To provide financial support to students in courses of study that may lead to careers in manufacturing.,Bachelor's Degree,Scholarship,"$1,500  $2,500",March
9993642,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9993642,The Dr. Robert H. Goddard Memorial Scholarship,National Space Club and Foundation,To stimulate the interest of talented students in the opportunity to advance scientific knowledge through space research and exploration.,Bachelor's Degree  Graduate Degree  High School,Scholarship,"$10,000",June
9994271,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9994271,McMurray Stern - Scholarship Opportunity,McMurray Stern,To help a student gain an education in an industrial engineering field.,Bachelor's Degree,Scholarship,$500,September
9998346,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9998346,AIST Northeastern Ohio Member Chapter - John Klusch Scholarships,Association for Iron and Steel Technology,To encourage talented and dedicated students to pursue careers within iron and steel-related industries.,Bachelor's Degree,Scholarship,"$2,000",April
9998350,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9998350,AIST Midwest Member Chapter - Jack Gill Scholarship,Association for Iron and Steel Technology,To provide educational assistance for engineering students.,Bachelor's Degree,Scholarship,"$3,000",January
9996687,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9996687,Leviton Canada Scholarship Awards,Electro-Federation Canada,To support Canadian students pursuing careers in electrical fields.,Bachelor's Degree,Scholarship,N/A,May
9996478,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9996478,"Warren E. ""Whitey"" Cole A.S.H.E. Scholarship Fund",First Community Foundation Partnership of Pennsylvania,To provide scholarship awards for students enrolled in a civil engineering curriculum.,Bachelor's Degree,Scholarship,N/A,April
9991233,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9991233,Toyota/TELACU Scholarships,Telacu,"To support undergraduate students pursuing degrees in Business or STEM—Science, Technology, Engineering and Math.",Bachelor's Degree,Scholarship,"$5,000",
9993078,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9993078,Beck Scholarship,Parkersburg Area Community Foundation,"To support local students pursuing degrees in geology, geophysics, or mining or petroleum engineering.",Bachelor's Degree  Graduate Degree,Scholarship,N/A,March
9998247,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9998247,Automotive Women's Alliance Foundation Scholarships,Automotive Women's Alliance Foundation,To support the advancement of female automotive professionals and motivate current and future students studying an automotive related field.,Bachelor's Degree,Scholarship,"$2,500",
9995006,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9995006,Samuel Joseph & Marvin Anmuth Memorial Scholarship,Jewish Community Federation and Endowment Fund,To help Jewish students attend undergraduate or graduate programs in engineering.,Bachelor's Degree  Graduate Degree,Scholarship,"$1,500  $5,000",
9998340,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9998340,AIST William E. Schwabe Memorial Scholarship,Association for Iron and Steel Technology,To support students who are pursuing education in iron- and steel-related industries.,Bachelor's Degree,Scholarship,"$3,000",
9998347,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9998347,AIST Northeastern Ohio Member Chapter - Alfred B. Glossbrenner,Association for Iron and Steel Technology,To provide educational assistance for students who wish to pursue their education and career in engineering and metallurgy.,Bachelor's Degree,Scholarship,"$2,000",April
9998485,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9998485,Lucy and Charles W.E. Clarke Scholarship,ASME International,To assist students in pursuing educational program in mechanical engineering or mechanical engineering technology.,Bachelor's Degree,Prize  Scholarship,"$5,000",March
9993650,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9993650,NSPS Berntsen International Scholarship in Surveying Technology,National Society of Professional Surveyors,To support the continuing education of students enrolled in two-year degree programs in surveying technology.,Bachelor's Degree,Scholarship,"$2,000",April
9993312,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9993312,GIST - Orben F. Gist Memorial Scholarship Endowment,Northwest-Shoals Community College Foundation,To help local students pursue degrees in technology or engineering.,Associate Degree  Bachelor's Degree,Scholarship,"$1,000",March
9998339,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9998339,AIST Willy Korf Memorial Fund,Association for Iron and Steel Technology,To support students in pursuing careers within iron- and steel-related industries.,Bachelor's Degree  Graduate Degree,Scholarship,"$3,000",October
9998355,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9998355,AIST Judith A. Quinn Detroit Member Chapter Scholarship,Association for Iron and Steel Technology,To provide financial support for students who are pursuing a career in engineering.,Bachelor's Degree,Scholarship,"$2,500  $5,000",April
9998541,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9998541,"The Fritz Nitsch, W4NTO, Memorial Scholarship",ARRL The National Association for Amateur Radio,To support licensed amateur radio operators pursuing postsecondary education in engineering or technology.,Bachelor's Degree,Scholarship,"$5,000",
9998548,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9998548,The Edmond A. Metzger Scholarship,ARRL The National Association for Amateur Radio,To provide financial assistance to members amateur radio operators pursuing higher education.,Bachelor's Degree  Graduate Degree  High School,Scholarship,$500,January
9991455,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9991455,Oslo International Summer School Scholarship,Sons of Norway Foundation,To support students who attend Oslo International Summer School.,Bachelor's Degree,Scholarship,"$2,500",January
9998344,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9998344,AIST Ohio Valley Member Chapter Scholarships,Association for Iron and Steel Technology,"To support students who are pursuing an education in engineering, metallurgy, physical science, computer technology or an engineering technology field.",Bachelor's Degree,Scholarship,"$2,500",April
9996670,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9996670,Signify Women’s Continuing Education Award,Electro-Federation Canada,To support female Canadian students pursuing careers in electrical fields.,Bachelor's Degree  Vocational,Scholarship,N/A,May
9996679,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9996679,Ouellet Scholarship,Electro-Federation Canada,To support Canadian students pursuing careers in electrical fields.,Bachelor's Degree  Vocational,Scholarship,N/A,May
9996668,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9996668,Southwire Academic Achievement Award for Black Students,Electro-Federation Canada,To support black Canadian students pursuing careers in electrical fields.,Bachelor's Degree,Scholarship,N/A,May
9996697,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9996697,The Eddy Group Limited Scholarship Award,Electro-Federation Canada,To support Canadian students pursuing careers in electrical fields.,Bachelor's Degree  Graduate Degree  Vocational,Scholarship,N/A,May
9999557,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9999557,Charles E. Gavin III Family Scholarship (Auburn University),American Association of Textile Chemists and Colorists,To assist students pursuing chemical engineering degrees at Auburn University.,Bachelor's Degree,Scholarship,"$8,000",February
9990930,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9990930,Mike Ardaw Scholarships,University of Alaska,To provide support to deserving students in Alaska who want to pursue an education in any campus of the University of Alaska.,Bachelor's Degree,Scholarship,"$1,000",February
9991395,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9991395,SPIE Student Author Conference Support,SPIE,To provide supplement travel support for students presenting a paper at an SPIE meeting.,Bachelor's Degree  Graduate Degree  High School,Grant,N/A,
9991397,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9991397,D.J. Lovell Scholarship,SPIE,To provide education assistance to a student in optical design.,Bachelor's Degree  Graduate Degree,Scholarship,"$11,000",February
9990170,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9990170,Frank & Rita Mooney Scholarship,The Yukon Foundation,"To help students in the Yukon pursue college degrees in engineering, consumer studies, nutrition, or teaching.",Bachelor's Degree  Vocational,Scholarship,N/A,June
9996705,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9996705,3M Electrical Markets Division Scholarship,Electro-Federation Canada,To support Canadian students pursuing careers in electrical fields.,Bachelor's Degree,Scholarship,N/A,May
9998353,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9998353,AIST Midwest Member Chapter - Betty McKern Scholarship,Association for Iron and Steel Technology,To support female students in pursuing careers within the iron and steel industry.,Bachelor's Degree,Scholarship,"$3,000",January
9996682,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9996682,OEN Indigenous Energy Scholarship,Electro-Federation Canada,To support Indigenous Canadian students pursuing careers in electrical fields.,Bachelor's Degree,Scholarship,N/A,May
9992017,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9992017,NANOG Scholarship Program,Scholarship America,"To support the next generation of network operators by assisting current undergraduate and graduate level students pursuing a degree in computer engineering, computer science, electrical engineering, network engineering, or telecommunications.",Bachelor's Degree  Graduate Degree,Scholarship,"$10,000",May
9992878,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9992878,Amona and Suzel Ho STEM Leaders Scholarship,Pauahi Foundation,To support students pursuing undergraduate and graduate degrees in STEM fields.,Bachelor's Degree  Graduate Degree,Scholarship,N/A,December
9996680,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9996680,OEN Women in Energy Scholarship,Electro-Federation Canada,To support female Canadian students pursuing careers in electrical fields.,Bachelor's Degree,Scholarship,N/A,May
9998506,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9998506,"The Betty Weatherford, KQ6RE, Memorial Scholarship",ARRL The National Association for Amateur Radio,To support licensed amateur radio operators pursuing postsecondary education in electrical or communications engineering.,Associate Degree  Bachelor's Degree  Vocational,Scholarship,"$1,000",
9998342,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9998342,AIST Southeast Member Chapter - Gene Suave Scholarship,Association for Iron and Steel Technology,"To provide financial support for students who are pursuing a career in engineering, science, or other steel-related fields.",Bachelor's Degree,Scholarship,"$3,500",April
9996667,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9996667,Southwire Empowering Women in Academic Excellence Award,Electro-Federation Canada,To support female Canadian students pursuing careers in electrical fields.,Bachelor's Degree,Scholarship,N/A,May
9996676,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9996676,Rittal Advancing Women in Tech Scholarship,Electro-Federation Canada,To support female Canadian students pursuing careers in electrical fields.,Bachelor's Degree,Scholarship,N/A,May
9996701,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9996701,City Electric Supply Scholarship Program,Electro-Federation Canada,To support Canadian students pursuing careers in electrical fields.,Bachelor's Degree,Scholarship,N/A,May
9996702,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9996702,Bartle & Gibson Co. Ltd. Scholarship Award,Electro-Federation Canada,To support Canadian students pursuing careers in electrical fields.,Bachelor's Degree,Scholarship,N/A,May
9990835,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9990835,William R. Pierson/Ford Motor Company Graduate Fellowship,"Bourns College of Engineering  Center for Environmental Research and Technology  University of California, Riverside",To provided for both undergraduate and graduate students in the Bourns College of Engineering.,Bachelor's Degree  Graduate Degree,Scholarship,"$5,000",
9996683,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9996683,OEN-Bruce Power Nuclear Studies Scholarship,Electro-Federation Canada,To support Canadian students pursuing careers in electrical fields.,Bachelor's Degree,Scholarship,N/A,May
9992243,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9992243,RDC Ocean Industries Student Research Awards (OISRA),"Research and Development Corporation, Newfoundland and Labrador","To attract, retain and develop highly qualified people and the next generation of R&D leaders for Newfoundland and Labrador's ocean industries.",Bachelor's Degree  Graduate Degree  Professional Development,Prize,N/A,
9996674,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9996674,Rockwell Automation Canada Outstanding Achievement Award,Electro-Federation Canada,To support female Canadian students pursuing careers in electrical fields.,Bachelor's Degree,Scholarship,N/A,May
9995777,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9995777,Hale Kauai Scholarship in Memory of William Moragne,Hawaii Community Foundation,To support Kaua'i residents who are pursuing degrees in Agriculture or Engineering.,Associate Degree  Bachelor's Degree,Scholarship,N/A,
9996664,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9996664,Weidmuller Ltd. - The Brandon Hill-Graham Memorial Electrical,Electro-Federation Canada,To support electrical apprenticeship students.,Bachelor's Degree,Scholarship,N/A,May
9996663,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9996663,The WESCO Inclusion & Diversity Award,Electro-Federation Canada,To support Canadian students pursuing careers in electrical fields and to encourage diversity in the field.,Bachelor's Degree,Scholarship,N/A,May
9996686,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9996686,Magic Lite Future Leaders Award Scholarship,Electro-Federation Canada,To support Canadian students pursuing careers in electrical fields.,Bachelor's Degree,Scholarship,N/A,May
9996703,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9996703,Doug Baldwin Memorial Scholarships for University & College,Electro-Federation Canada,To support Canadian students pursuing careers in electrical fields.,Bachelor's Degree,Scholarship,N/A,May
9998507,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9998507,The Allen and Bertha Watson Memorial Scholarship,ARRL The National Association for Amateur Radio,"To support licensed amateur radio operators pursuing postsecondary education in science, technology, and engineering.",Bachelor's Degree,Scholarship,$500,
9990481,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9990481,WSGC at UW - Scholarships for Incoming Freshmen,Washington Space Grant Consortium,"To provide opportunities to deserving students in Washington who are planning to study science, technology and engineering.",Bachelor's Degree,Scholarship,"$2,000  $5,000",
9991399,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9991399,Michael Kidger Memorial Scholarship in Optical Design,SPIE,"To provide education assistance to a student engaged in optical design including lens design, illumination design, and computational optical design.",Bachelor's Degree  Graduate Degree,Scholarship,N/A,February
9991461,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9991461,Grant H. Flint International Scholarship Program - Category II,Solid Waste Association of North America,To promote education and professional development of dependents of SWANA members.,Bachelor's Degree,Scholarship,"$20,000",May
9990872,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9990872,Sturgulewski Family Scholarship,University of Alaska Anchorage,"To provide financial assistance for tuition and other related educational expenses to the University of Alaska Anchorage students majoring in the areas of Journalism, Engineering, Teacher Education, or Nursing.",Bachelor's Degree  Graduate Degree,Scholarship,$500,February
9991725,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9991725,Raymond Davis Scholarships,Society for Imaging Science and Technology,"To support students who pursue full time study, in a field related to imaging, leading to an academic degree.",Bachelor's Degree  Graduate Degree,Scholarship,"$1,000",October
9991980,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9991980,Seabee Wounded in Action Scholarships,Seabee Memorial Scholarship Association,"To help children, step-children and/or grandchildren of any officer or enlisted member who serve or have served with the Naval Construction Force (Seabees) or the Navy Civil Engineer Corps (CEC).",Associate Degree  Bachelor's Degree  Vocational,Scholarship,N/A,April
9999174,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9999174,Operations and Power Division Scholarship,American Nuclear Society,To support students pursuing degrees in nuclear science and related fields.,Bachelor's Degree  Graduate Degree,Scholarship,"$2,500",February
9991594,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9991594,SUT-US Undergraduate Scholarships,Society for Underwater Technology - U.S. Branch,"To support students who with to pursue their studies with a relevant component area of marine science, underwater technology, or offshore engineering.",Bachelor's Degree,Scholarship,"$2,000",June
9993520,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9993520,Elson T. Killam Memorial Scholarship,New England Water Works Association,To recognize a student enrolled in a civil or environmental engineering program at a 4-year college or university.,Bachelor's Degree  Graduate Degree,Scholarship,"$1,500",April
9995148,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9995148,Norman E. and Mary-Belle Huston Scholarship,International Society of Automation,"To promote education in an instrumentation, systems, or automation discipline.",Bachelor's Degree  Graduate Degree,Scholarship,N/A,February
9995163,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9995163,ISA Section and District Scholarships - Houston,International Society of Automation,To support college or university students who demonstrate outstanding potential for long-range contribution to the fields of automation and control.,Bachelor's Degree  Graduate Degree,Scholarship,N/A,February
9995166,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9995166,ISA Aerospace Industries Division - William H. Atkinson Scholarships,International Society of Automation,To support outstanding students pursuing careers in the area pertinent to the Division's activity.,Bachelor's Degree  Graduate Degree,Scholarship,N/A,February
9995157,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9995157,ISA Technical Division Scholarships - Analysis Division,International Society of Automation,To support outstanding students pursuing careers in the area pertinent to the Division's activity.,Bachelor's Degree  Graduate Degree,Scholarship,N/A,February
9995151,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9995151,ISA Technical Division Scholarships - Test Measurement Division,International Society of Automation,To support outstanding students pursuing careers in the area pertinent to the Division's activity.,Bachelor's Degree  Graduate Degree,Scholarship,N/A,February
9995159,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9995159,"ISA Section and District Scholarships - Texas, Louisiana and",International Society of Automation,"To promote education in instrumentation, systems, or automation discipline.",Bachelor's Degree  Graduate Degree,Scholarship,N/A,February
9995162,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9995162,ISA Section and District Scholarships - Lehigh Valley,International Society of Automation,To support college or university students who demonstrate outstanding potential for long-range contribution to the fields of automation and control.,Associate Degree  Bachelor's Degree  Graduate Degree  High School,Scholarship,N/A,March
9995150,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9995150,ISA Technical Division Scholarships - Water and Wastewater,International Society of Automation,To support outstanding students pursuing careers in the area pertinent to the Division's activity.,Bachelor's Degree  Graduate Degree,Scholarship,N/A,
9996819,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9996819,David Hartley Fund,Duluth Superior Area Community Foundation,"To support students of the Eveleth-Gilbert area who plan a career in engineering, a mining-related field, or in conservation or environmental sciences.",Associate Degree  Bachelor's Degree,Scholarship,N/A,
9996482,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9996482,Robert and Judy More Scholarship Fund,First Community Foundation Partnership of Pennsylvania,"To provide financial assistance for Montgomery Area High School students intending to pursue higher education in finance, engineering, business or science.",Bachelor's Degree,Scholarship,N/A,April
9996681,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9996681,OEN Sustainable Development Scholarship,Electro-Federation Canada,To support Canadian students pursuing careers in electrical fields but with a focus on the environment and/or sustainability.,Bachelor's Degree,Scholarship,N/A,May
9998553,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9998553,"The Maryland Military Auxiliary Radio System, Inc. Scholarship",ARRL The National Association for Amateur Radio,"To support licensed amateur radio operators pursuing postsecondary education in the fields of communications and/or communications technology, electrical/RF engineering, and cybertechnology.",Bachelor's Degree  Graduate Degree,Scholarship,"$2,000",
